UU;Bab;State;Pasal;Ayat;Angka;Huruf;Paragraf;Isi;Isi_lower;Isi_Processed;Isi_Tokenized;Isi_Tokenized_Joined;Isi_Stemmed
KUP;KETENTUAN UMUM;Pasal;1;0;10;0;0;Pajak yang terutang adalah pajak yang harus dibayar pada suatu saat, dalam Masa Pajak, dalam Tahun Pajak, atau dalam Bagian Tahun Pajak sesuai dengan ketentuan peraturan perundang-undangan perpajakan.;pajak yang terutang adalah pajak yang harus dibayar pada suatu saat, dalam masa pajak, dalam tahun pajak, atau dalam bagian tahun pajak sesuai dengan ketentuan peraturan perundang-undangan perpajakan.;pajak yang terutang adalah pajak yang harus dibayar pada suatu saat dalam masa pajak dalam tahun pajak atau dalam bagian tahun pajak sesuai dengan ketentuan peraturan perundang undangan perpajakan;['pajak', 'yang', 'terutang', 'adalah', 'pajak', 'yang', 'harus', 'dibayar', 'pada', 'suatu', 'saat', 'dalam', 'masa', 'pajak', 'dalam', 'tahun', 'pajak', 'atau', 'dalam', 'bagian', 'tahun', 'pajak', 'sesuai', 'dengan', 'ketentuan', 'peraturan', 'perundang', 'undangan', 'perpajakan'];pajak yang terutang adalah pajak yang harus dibayar pada suatu saat dalam masa pajak dalam tahun pajak atau dalam bagian tahun pajak sesuai dengan ketentuan peraturan perundang undangan perpajakan;pajak yang utang adalah pajak yang harus bayar pada suatu saat dalam masa pajak dalam tahun pajak atau dalam bagi tahun pajak sesuai dengan tentu atur undang undang paja
KUP;KETENTUAN UMUM;Pasal;1;0;11;0;0;Surat Pemberitahuan adalah surat yang oleh Wajib Pajak digunakan untuk melaporkan penghitungan dan/atau pembayaran pajak, objek pajak dan/atau bukan objek pajak, dan/atau harta dan kewajiban sesuai dengan ketentuan peraturan perundang-undangan perpajakan.;surat pemberitahuan adalah surat yang oleh wajib pajak digunakan untuk melaporkan penghitungan dan/atau pembayaran pajak, objek pajak dan/atau bukan objek pajak, dan/atau harta dan kewajiban sesuai dengan ketentuan peraturan perundang-undangan perpajakan.;surat pemberitahuan adalah surat yang oleh wajib pajak digunakan untuk melaporkan penghitungan dan atau pembayaran pajak objek pajak dan atau bukan objek pajak dan atau harta dan kewajiban sesuai dengan ketentuan peraturan perundang undangan perpajakan;['surat', 'pemberitahuan', 'adalah', 'surat', 'yang', 'oleh', 'wajib', 'pajak', 'digunakan', 'untuk', 'melaporkan', 'penghitungan', 'dan', 'atau', 'pembayaran', 'pajak', 'objek', 'pajak', 'dan', 'atau', 'bukan', 'objek', 'pajak', 'dan', 'atau', 'harta', 'dan', 'kewajiban', 'sesuai', 'dengan', 'ketentuan', 'peraturan', 'perundang', 'undangan', 'perpajakan'];surat pemberitahuan adalah surat yang oleh wajib pajak digunakan untuk melaporkan penghitungan dan atau pembayaran pajak objek pajak dan atau bukan objek pajak dan atau harta dan kewajiban sesuai dengan ketentuan peraturan perundang undangan perpajakan;surat pemberitahuan adalah surat yang oleh wajib pajak guna untuk lapor hitung dan atau bayar pajak objek pajak dan atau bukan objek pajak dan atau harta dan wajib sesuai dengan tentu atur undang undang paja
KUP;KETENTUAN UMUM;Pasal;1;0;12;0;0;Surat Pemberitahuan Masa adalah Surat Pemberitahuan untuk suatu Masa Pajak.;surat pemberitahuan masa adalah surat pemberitahuan untuk suatu masa pajak.;surat pemberitahuan masa adalah surat pemberitahuan untuk suatu masa pajak;['surat', 'pemberitahuan', 'masa', 'adalah', 'surat', 'pemberitahuan', 'untuk', 'suatu', 'masa', 'pajak'];surat pemberitahuan masa adalah surat pemberitahuan untuk suatu masa pajak;surat pemberitahuan masa adalah surat pemberitahuan untuk suatu masa pajak
KUP;KETENTUAN UMUM;Pasal;1;0;13;0;0;Surat Pemberitahuan Tahunan adalah Surat Pemberitahuan untuk suatu Tahun Pajak atau Bagian Tahun Pajak.;surat pemberitahuan tahunan adalah surat pemberitahuan untuk suatu tahun pajak atau bagian tahun pajak.;surat pemberitahuan tahunan adalah surat pemberitahuan untuk suatu tahun pajak atau bagian tahun pajak;['surat', 'pemberitahuan', 'tahunan', 'adalah', 'surat', 'pemberitahuan', 'untuk', 'suatu', 'tahun', 'pajak', 'atau', 'bagian', 'tahun', 'pajak'];surat pemberitahuan tahunan adalah surat pemberitahuan untuk suatu tahun pajak atau bagian tahun pajak;surat pemberitahuan tahun adalah surat pemberitahuan untuk suatu tahun pajak atau bagi tahun pajak
KUP;KETENTUAN UMUM;Pasal;1;0;14;0;0;Surat Setoran Pajak adalah bukti pembayaran atau penyetoran pajak yang telah dilakukan dengan menggunakan formulir atau telah dilakukan dengan cara lain ke kas negara melalui tempat pembayaran yang ditunjuk oleh Menteri Keuangan.;surat setoran pajak adalah bukti pembayaran atau penyetoran pajak yang telah dilakukan dengan menggunakan formulir atau telah dilakukan dengan cara lain ke kas negara melalui tempat pembayaran yang ditunjuk oleh menteri keuangan.;surat setoran pajak adalah bukti pembayaran atau penyetoran pajak yang telah dilakukan dengan menggunakan formulir atau telah dilakukan dengan cara lain ke kas negara melalui tempat pembayaran yang ditunjuk oleh menteri keuangan;['surat', 'setoran', 'pajak', 'adalah', 'bukti', 'pembayaran', 'atau', 'penyetoran', 'pajak', 'yang', 'telah', 'dilakukan', 'dengan', 'menggunakan', 'formulir', 'atau', 'telah', 'dilakukan', 'dengan', 'cara', 'lain', 'ke', 'kas', 'negara', 'melalui', 'tempat', 'pembayaran', 'yang', 'ditunjuk', 'oleh', 'menteri', 'keuangan'];surat setoran pajak adalah bukti pembayaran atau penyetoran pajak yang telah dilakukan dengan menggunakan formulir atau telah dilakukan dengan cara lain ke kas negara melalui tempat pembayaran yang ditunjuk oleh menteri keuangan;surat setor pajak adalah bukti bayar atau setor pajak yang telah laku dengan guna formulir atau telah laku dengan cara lain ke kas negara lalu tempat bayar yang tunjuk oleh menteri uang
KUP;KETENTUAN UMUM;Pasal;1;0;15;0;0;Surat ketetapan pajak adalah surat ketetapan yang meliputi Surat Ketetapan Pajak Kurang Bayar, Surat Ketetapan Pajak Kurang Bayar Tambahan, Surat Ketetapan Pajak Nihil, atau Surat Ketetapan Pajak Lebih Bayar.;surat ketetapan pajak adalah surat ketetapan yang meliputi surat ketetapan pajak kurang bayar, surat ketetapan pajak kurang bayar tambahan, surat ketetapan pajak nihil, atau surat ketetapan pajak lebih bayar.;surat ketetapan pajak adalah surat ketetapan yang meliputi surat ketetapan pajak kurang bayar surat ketetapan pajak kurang bayar tambahan surat ketetapan pajak nihil atau surat ketetapan pajak lebih bayar;['surat', 'ketetapan', 'pajak', 'adalah', 'surat', 'ketetapan', 'yang', 'meliputi', 'surat', 'ketetapan', 'pajak', 'kurang', 'bayar', 'surat', 'ketetapan', 'pajak', 'kurang', 'bayar', 'tambahan', 'surat', 'ketetapan', 'pajak', 'nihil', 'atau', 'surat', 'ketetapan', 'pajak', 'lebih', 'bayar'];surat ketetapan pajak adalah surat ketetapan yang meliputi surat ketetapan pajak kurang bayar surat ketetapan pajak kurang bayar tambahan surat ketetapan pajak nihil atau surat ketetapan pajak lebih bayar;surat tetap pajak adalah surat tetap yang liput surat tetap pajak kurang bayar surat tetap pajak kurang bayar tambah surat tetap pajak nihil atau surat tetap pajak lebih bayar
KUP;KETENTUAN UMUM;Pasal;1;0;16;0;0;Surat Ketetapan Pajak Kurang Bayar adalah surat ketetapan pajak yang menentukan besarnya jumlah pokok pajak, jumlah kredit pajak, jumlah kekurangan pembayaran pokok pajak, besarnya sanksi administrasi, dan jumlah pajak yang masih harus dibayar.;surat ketetapan pajak kurang bayar adalah surat ketetapan pajak yang menentukan besarnya jumlah pokok pajak, jumlah kredit pajak, jumlah kekurangan pembayaran pokok pajak, besarnya sanksi administrasi, dan jumlah pajak yang masih harus dibayar.;surat ketetapan pajak kurang bayar adalah surat ketetapan pajak yang menentukan besarnya jumlah pokok pajak jumlah kredit pajak jumlah kekurangan pembayaran pokok pajak besarnya sanksi administrasi dan jumlah pajak yang masih harus dibayar;['surat', 'ketetapan', 'pajak', 'kurang', 'bayar', 'adalah', 'surat', 'ketetapan', 'pajak', 'yang', 'menentukan', 'besarnya', 'jumlah', 'pokok', 'pajak', 'jumlah', 'kredit', 'pajak', 'jumlah', 'kekurangan', 'pembayaran', 'pokok', 'pajak', 'besarnya', 'sanksi', 'administrasi', 'dan', 'jumlah', 'pajak', 'yang', 'masih', 'harus', 'dibayar'];surat ketetapan pajak kurang bayar adalah surat ketetapan pajak yang menentukan besarnya jumlah pokok pajak jumlah kredit pajak jumlah kekurangan pembayaran pokok pajak besarnya sanksi administrasi dan jumlah pajak yang masih harus dibayar;surat tetap pajak kurang bayar adalah surat tetap pajak yang tentu besar jumlah pokok pajak jumlah kredit pajak jumlah kurang bayar pokok pajak besar sanksi administrasi dan jumlah pajak yang masih harus bayar
KUP;KETENTUAN UMUM;Pasal;1;0;17;0;0;Surat Ketetapan Pajak Kurang Bayar Tambahan adalah surat ketetapan pajak yang menentukan tambahan atas jumlah pajak yang telah ditetapkan.;surat ketetapan pajak kurang bayar tambahan adalah surat ketetapan pajak yang menentukan tambahan atas jumlah pajak yang telah ditetapkan.;surat ketetapan pajak kurang bayar tambahan adalah surat ketetapan pajak yang menentukan tambahan atas jumlah pajak yang telah ditetapkan;['surat', 'ketetapan', 'pajak', 'kurang', 'bayar', 'tambahan', 'adalah', 'surat', 'ketetapan', 'pajak', 'yang', 'menentukan', 'tambahan', 'atas', 'jumlah', 'pajak', 'yang', 'telah', 'ditetapkan'];surat ketetapan pajak kurang bayar tambahan adalah surat ketetapan pajak yang menentukan tambahan atas jumlah pajak yang telah ditetapkan;surat tetap pajak kurang bayar tambah adalah surat tetap pajak yang tentu tambah atas jumlah pajak yang telah tetap
KUP;KETENTUAN UMUM;Pasal;1;0;18;0;0;Surat Ketetapan Pajak Nihil adalah surat ketetapan pajak yang menentukan jumlah pokok pajak sama besarnya dengan jumlah kredit pajak atau pajak tidak terutang dan tidak ada kredit pajak.;surat ketetapan pajak nihil adalah surat ketetapan pajak yang menentukan jumlah pokok pajak sama besarnya dengan jumlah kredit pajak atau pajak tidak terutang dan tidak ada kredit pajak.;surat ketetapan pajak nihil adalah surat ketetapan pajak yang menentukan jumlah pokok pajak sama besarnya dengan jumlah kredit pajak atau pajak tidak terutang dan tidak ada kredit pajak;['surat', 'ketetapan', 'pajak', 'nihil', 'adalah', 'surat', 'ketetapan', 'pajak', 'yang', 'menentukan', 'jumlah', 'pokok', 'pajak', 'sama', 'besarnya', 'dengan', 'jumlah', 'kredit', 'pajak', 'atau', 'pajak', 'tidak', 'terutang', 'dan', 'tidak', 'ada', 'kredit', 'pajak'];surat ketetapan pajak nihil adalah surat ketetapan pajak yang menentukan jumlah pokok pajak sama besarnya dengan jumlah kredit pajak atau pajak tidak terutang dan tidak ada kredit pajak;surat tetap pajak nihil adalah surat tetap pajak yang tentu jumlah pokok pajak sama besar dengan jumlah kredit pajak atau pajak tidak utang dan tidak ada kredit pajak
KUP;KETENTUAN UMUM;Pasal;1;0;19;0;0;Surat Ketetapan Pajak Lebih Bayar adalah surat ketetapan pajak yang menentukan jumlah kelebihan pembayaran pajak karena jumlah kredit pajak lebih besar daripada pajak yang terutang atau seharusnya tidak terutang.;surat ketetapan pajak lebih bayar adalah surat ketetapan pajak yang menentukan jumlah kelebihan pembayaran pajak karena jumlah kredit pajak lebih besar daripada pajak yang terutang atau seharusnya tidak terutang.;surat ketetapan pajak lebih bayar adalah surat ketetapan pajak yang menentukan jumlah kelebihan pembayaran pajak karena jumlah kredit pajak lebih besar daripada pajak yang terutang atau seharusnya tidak terutang;['surat', 'ketetapan', 'pajak', 'lebih', 'bayar', 'adalah', 'surat', 'ketetapan', 'pajak', 'yang', 'menentukan', 'jumlah', 'kelebihan', 'pembayaran', 'pajak', 'karena', 'jumlah', 'kredit', 'pajak', 'lebih', 'besar', 'daripada', 'pajak', 'yang', 'terutang', 'atau', 'seharusnya', 'tidak', 'terutang'];surat ketetapan pajak lebih bayar adalah surat ketetapan pajak yang menentukan jumlah kelebihan pembayaran pajak karena jumlah kredit pajak lebih besar daripada pajak yang terutang atau seharusnya tidak terutang;surat tetap pajak lebih bayar adalah surat tetap pajak yang tentu jumlah lebih bayar pajak karena jumlah kredit pajak lebih besar daripada pajak yang utang atau harus tidak utang
KUP;KETENTUAN UMUM;Pasal;1;0;20;0;0;Surat Tagihan Pajak adalah surat untuk melakukan tagihan pajak dan/atau sanksi administrasi berupa bunga dan/atau denda.;surat tagihan pajak adalah surat untuk melakukan tagihan pajak dan/atau sanksi administrasi berupa bunga dan/atau denda.;surat tagihan pajak adalah surat untuk melakukan tagihan pajak dan atau sanksi administrasi berupa bunga dan atau denda;['surat', 'tagihan', 'pajak', 'adalah', 'surat', 'untuk', 'melakukan', 'tagihan', 'pajak', 'dan', 'atau', 'sanksi', 'administrasi', 'berupa', 'bunga', 'dan', 'atau', 'denda'];surat tagihan pajak adalah surat untuk melakukan tagihan pajak dan atau sanksi administrasi berupa bunga dan atau denda;surat tagih pajak adalah surat untuk laku tagih pajak dan atau sanksi administrasi upa bunga dan atau denda
